age,gender,height_cm,weight_kg,activity_level,Mod_act,Vig_act,bmi,bmi_category,fitness_goal
23,Male,182.9,99.8,High Activity,7.0,7.0,29.84,Overweight,Fat Loss
21,Female,167.6,99.8,Low Activity,0.0,0.0,35.51,Obese,Fat Loss
42,Male,193.0,104.3,High Activity,20.0,3.0,28.0,Overweight,Fat Loss
42,Female,170.2,81.6,High Activity,14.0,1.0,28.19,Overweight,Fat Loss
48,Male,195.6,93.0,High Activity,18.0,8.0,24.31,Normal,Fat Loss
46,Female,167.6,61.2,High Activity,18.0,2.0,21.79,Normal,Fat Loss
46,Male,182.9,145.1,High Activity,7.0,1.0,43.4,Obese,Fat Loss
31,Male,185.4,77.1,High Activity,50.0,15.0,22.43,Normal,Fat Loss
30,Female,165.1,56.7,High Activity,20.0,5.0,20.8,Normal,Fat Loss
62,Male,182.9,111.1,Moderate Activity,3.0,2.0,33.23,Obese,Fat Loss
62,Female,165.1,61.2,Moderate Activity,3.0,2.0,22.46,Normal,Fat Loss
43,Male,154.9,86.2,High Activity,20.0,40.0,35.9,Obese,Fat Loss
31,Male,182.9,129.3,High Activity,40.0,0.0,38.65,Obese,Fat Loss
31,Female,162.6,77.1,High Activity,40.0,0.0,29.18,Overweight,Fat Loss
55,Female,165.1,77.1,High Activity,30.0,0.0,28.29,Overweight,Fat Loss
29,Male,185.4,90.7,High Activity,20.0,0.0,26.39,Overweight,Fat Loss
50,Male,182.9,93.0,Low Activity,0.0,0.0,27.8,Overweight,Fat Loss
50,Female,162.6,72.6,Low Activity,0.0,0.0,27.46,Overweight,Fat Loss
56,Male,182.9,102.1,High Activity,4.0,6.0,30.52,Obese,Fat Loss
57,Female,160.0,61.2,Moderate Activity,4.0,0.0,23.91,Normal,Fat Loss
52,Male,175.3,113.4,High Activity,7.0,0.0,36.92,Obese,Fat Loss
57,Male,182.9,79.4,High Activity,7.0,0.0,23.73,Normal,Fat Loss
46,Female,165.1,72.6,High Activity,7.0,7.0,26.63,Overweight,Fat Loss
59,Male,154.9,77.1,High Activity,10.0,0.0,32.12,Obese,Fat Loss
58,Female,157.5,54.4,High Activity,8.0,0.0,21.95,Normal,Fat Loss
19,Male,182.9,61.2,High Activity,12.0,0.0,18.31,Underweight,Fat Loss
48,Male,170.2,65.8,High Activity,6.0,3.0,22.71,Normal,Fat Loss
48,Female,162.6,81.6,High Activity,10.0,3.0,30.9,Obese,Fat Loss
63,Male,167.6,72.6,High Activity,3.0,3.0,25.82,Overweight,Fat Loss
53,Female,157.5,54.4,Moderate Activity,4.0,1.0,21.95,Normal,Fat Loss
22,Female,152.4,45.4,Low Activity,2.0,0.0,19.53,Normal,Fat Loss
54,Female,165.1,74.8,High Activity,8.0,5.0,27.46,Overweight,Fat Loss
65,Male,182.9,72.6,High Activity,10.0,0.0,21.7,Normal,Fat Loss
63,Female,170.2,65.8,High Activity,10.0,0.0,22.71,Normal,Fat Loss
63,Male,182.9,86.2,High Activity,12.0,0.0,25.77,Overweight,Fat Loss
50,Female,157.5,68.0,High Activity,15.0,0.0,27.44,Overweight,Fat Loss
47,Male,154.9,95.3,High Activity,20.0,8.0,39.68,Obese,Fat Loss
43,Female,160.0,52.2,High Activity,20.0,5.0,20.37,Normal,Fat Loss
26,Female,167.6,54.4,High Activity,20.0,8.0,19.37,Normal,Fat Loss
35,Male,190.5,113.4,High Activity,8.0,4.0,31.25,Obese,Fat Loss
43,Female,162.6,63.5,High Activity,7.0,3.0,24.03,Normal,Fat Loss
49,Female,175.3,127.0,High Activity,12.0,1.0,41.35,Obese,Fat Loss
61,Male,154.9,80.7,High Activity,5.0,0.0,33.63,Obese,Fat Loss
38,Male,154.9,91.2,High Activity,5.0,10.0,37.98,Obese,Fat Loss
49,Male,180.3,80.7,High Activity,10.0,15.0,24.83,Normal,Fat Loss
47,Female,167.6,63.5,High Activity,10.0,10.0,22.6,Normal,Fat Loss
20,Female,152.4,45.4,High Activity,5.0,10.0,19.53,Normal,Fat Loss
52,Female,165.1,77.1,High Activity,15.0,0.0,28.29,Overweight,Fat Loss
18,Female,162.6,59.0,High Activity,15.0,0.0,22.31,Normal,Fat Loss
55,Male,154.9,104.3,High Activity,10.0,0.0,43.46,Obese,Fat Loss
53,Female,162.6,59.0,High Activity,10.0,2.0,22.31,Normal,Fat Loss
52,Male,182.9,88.0,High Activity,15.0,3.0,26.31,Overweight,Fat Loss
50,Male,193.0,86.2,High Activity,7.0,3.0,23.13,Normal,Fat Loss
48,Male,175.3,71.7,High Activity,50.0,15.0,23.33,Normal,Fat Loss
49,Female,160.0,65.8,Moderate Activity,4.0,0.0,25.69,Overweight,Fat Loss
21,Male,182.9,86.2,High Activity,15.0,40.0,25.77,Overweight,Fat Loss
18,Male,180.3,68.0,High Activity,5.0,0.0,20.92,Normal,Fat Loss
51,Male,154.9,77.1,High Activity,40.0,6.0,32.12,Obese,Fat Loss
43,Male,172.7,72.6,High Activity,10.0,8.0,24.33,Normal,Fat Loss
48,Female,157.5,59.0,High Activity,10.0,2.0,23.78,Normal,Fat Loss
57,Male,154.9,77.1,High Activity,2.0,5.0,32.12,Obese,Fat Loss
31,Male,182.9,86.2,High Activity,20.0,0.0,25.77,Overweight,Fat Loss
31,Female,182.9,72.6,High Activity,20.0,0.0,21.7,Normal,Fat Loss
54,Male,180.3,83.9,High Activity,24.0,0.0,25.8,Overweight,Fat Loss
46,Female,175.3,67.1,High Activity,23.0,0.0,21.86,Normal,Fat Loss
49,Female,157.5,47.6,High Activity,30.0,0.0,19.2,Normal,Fat Loss
49,Male,182.9,83.9,High Activity,30.0,0.0,25.09,Overweight,Fat Loss
25,Female,152.4,88.5,High Activity,20.0,0.0,38.08,Obese,Fat Loss
22,Male,152.4,79.4,High Activity,20.0,20.0,34.18,Obese,Fat Loss
19,Male,188.0,81.6,High Activity,20.0,20.0,23.11,Normal,Fat Loss
54,Female,154.9,66.2,High Activity,17.0,0.0,27.59,Overweight,Fat Loss
49,Female,157.5,72.6,High Activity,17.0,0.0,29.26,Overweight,Fat Loss
45,Female,165.1,77.1,High Activity,8.0,5.0,28.29,Overweight,Fat Loss
43,Male,190.5,83.9,High Activity,12.0,1.0,23.12,Normal,Fat Loss
42,Female,172.7,63.5,High Activity,20.0,1.0,21.29,Normal,Fat Loss
50,Male,180.3,90.7,High Activity,20.0,6.0,27.89,Overweight,Fat Loss
50,Female,157.5,45.4,High Activity,12.0,0.0,18.29,Underweight,Fat Loss
19,Female,162.6,49.9,High Activity,12.0,2.0,18.88,Normal,Fat Loss
53,Female,160.0,59.0,High Activity,9.0,2.0,23.03,Normal,Fat Loss
18,Female,170.2,58.1,High Activity,10.0,2.0,20.05,Normal,Fat Loss
38,Female,167.6,81.6,High Activity,10.0,2.0,29.05,Overweight,Fat Loss
36,Male,188.0,86.2,High Activity,5.0,0.0,24.39,Normal,Fat Loss
60,Male,188.0,108.9,High Activity,70.0,0.0,30.81,Obese,Fat Loss
56,Female,160.0,54.4,High Activity,30.0,0.0,21.26,Normal,Fat Loss
34,Male,172.7,93.0,High Activity,3.0,3.0,31.17,Obese,Fat Loss
34,Female,165.1,56.7,Moderate Activity,3.0,2.0,20.8,Normal,Fat Loss
52,Female,165.1,61.2,High Activity,7.0,4.0,22.46,Normal,Fat Loss
59,Male,182.9,102.1,High Activity,30.0,10.0,30.52,Obese,Fat Loss
60,Female,170.2,72.6,High Activity,25.0,5.0,25.06,Overweight,Fat Loss
50,Female,154.9,63.5,High Activity,50.0,1.0,26.45,Overweight,Fat Loss
25,Female,172.7,74.8,High Activity,8.0,0.0,25.09,Overweight,Fat Loss
47,Male,154.9,83.9,High Activity,50.0,1.0,34.96,Obese,Fat Loss
31,Female,165.1,68.0,Moderate Activity,3.0,0.0,24.96,Normal,Fat Loss
42,Male,175.3,90.7,High Activity,8.0,0.0,29.53,Overweight,Fat Loss
65,Male,154.9,86.2,High Activity,8.0,4.0,35.9,Obese,Fat Loss
61,Male,172.7,83.0,High Activity,5.0,3.0,27.82,Overweight,Fat Loss
52,Male,172.7,81.6,High Activity,6.0,1.0,27.37,Overweight,Fat Loss
54,Female,152.4,57.2,High Activity,8.0,8.0,24.61,Normal,Fat Loss
50,Female,172.7,70.3,High Activity,5.0,0.0,23.57,Normal,Fat Loss
18,Female,167.6,61.2,High Activity,6.0,2.0,21.79,Normal,Fat Loss
60,Female,170.2,72.6,High Activity,15.0,0.0,25.06,Overweight,Fat Loss
63,Male,175.3,88.5,High Activity,10.0,10.0,28.8,Overweight,Fat Loss
22,Female,165.1,49.9,High Activity,0.0,5.0,18.3,Underweight,Fat Loss
62,Female,152.4,59.0,Low Activity,0.0,0.0,25.39,Overweight,Fat Loss
36,Male,182.9,111.6,Low Activity,0.0,0.0,33.36,Obese,Fat Loss
61,Male,188.0,121.6,Moderate Activity,3.0,0.0,34.41,Obese,Fat Loss
44,Male,185.4,102.1,High Activity,20.0,0.0,29.68,Overweight,Fat Loss
44,Female,170.2,63.5,High Activity,20.0,0.0,21.93,Normal,Fat Loss
43,Female,165.1,68.0,High Activity,0.0,4.0,24.96,Normal,Fat Loss
48,Male,185.4,81.6,Moderate Activity,0.0,2.0,23.75,Normal,Fat Loss
21,Male,154.9,59.0,High Activity,0.0,5.0,24.56,Normal,Fat Loss
38,Male,162.6,77.1,Moderate Activity,3.0,0.0,29.18,Overweight,Fat Loss
20,Male,167.6,68.0,Moderate Activity,3.0,0.0,24.21,Normal,Fat Loss
32,Male,167.6,74.8,High Activity,0.0,5.0,26.63,Overweight,Fat Loss
49,Female,175.3,68.0,High Activity,2.0,5.0,22.15,Normal,Fat Loss
35,Male,185.4,83.9,High Activity,10.0,9.0,24.41,Normal,Fat Loss
30,Female,170.2,72.6,High Activity,7.0,7.0,25.06,Overweight,Fat Loss
44,Male,167.6,79.4,Low Activity,0.0,0.0,28.25,Overweight,Fat Loss
42,Female,157.5,70.3,High Activity,0.0,3.0,28.35,Overweight,Fat Loss
29,Male,154.9,79.4,High Activity,6.0,0.0,33.07,Obese,Fat Loss
29,Female,172.7,90.7,Moderate Activity,4.0,0.0,30.41,Obese,Fat Loss
22,Female,167.6,88.5,High Activity,7.0,0.0,31.47,Obese,Fat Loss
53,Female,167.6,88.5,High Activity,14.0,0.0,31.47,Obese,Fat Loss
26,Female,175.3,65.8,High Activity,20.0,0.0,21.41,Normal,Fat Loss
29,Male,182.9,81.6,High Activity,15.0,5.0,24.41,Normal,Fat Loss
28,Male,182.9,70.3,High Activity,34.0,5.0,21.02,Normal,Fat Loss
27,Female,165.1,79.4,High Activity,24.0,0.0,29.12,Overweight,Fat Loss
37,Male,185.4,83.9,High Activity,4.0,5.0,24.41,Normal,Fat Loss
35,Female,172.7,65.8,Low Activity,2.0,1.0,22.05,Normal,Fat Loss
47,Male,180.3,106.6,High Activity,48.0,20.0,32.78,Obese,Fat Loss
48,Female,172.7,54.4,High Activity,30.0,30.0,18.25,Underweight,Fat Loss
19,Male,188.0,79.4,High Activity,10.0,10.0,22.47,Normal,Fat Loss
40,Female,165.1,72.6,High Activity,10.0,0.0,26.63,Overweight,Fat Loss
35,Male,154.9,99.8,High Activity,6.0,0.0,41.57,Obese,Fat Loss
26,Male,185.4,72.6,High Activity,8.0,2.0,21.11,Normal,Fat Loss
27,Female,175.3,63.5,High Activity,8.0,0.0,20.67,Normal,Fat Loss
47,Male,172.7,72.6,High Activity,5.0,5.0,24.33,Normal,Fat Loss
35,Male,154.9,86.2,High Activity,18.0,4.0,35.9,Obese,Fat Loss
56,Male,180.3,86.2,High Activity,5.0,5.0,26.5,Overweight,Fat Loss
22,Female,170.2,77.1,High Activity,15.0,0.0,26.63,Overweight,Fat Loss
49,Female,167.6,71.7,High Activity,10.0,2.0,25.5,Overweight,Fat Loss
51,Male,185.4,83.9,High Activity,10.0,2.0,24.41,Normal,Fat Loss
22,Male,170.2,70.3,High Activity,20.0,20.0,24.28,Normal,Fat Loss
30,Female,152.4,54.4,High Activity,5.0,3.0,23.44,Normal,Fat Loss
40,Male,172.7,68.0,High Activity,6.0,3.0,22.81,Normal,Fat Loss
60,Male,180.3,106.6,High Activity,98.0,30.0,32.78,Obese,Fat Loss
45,Male,182.9,136.1,High Activity,7.0,10.0,40.69,Obese,Fat Loss
44,Female,167.6,104.3,Low Activity,2.0,0.0,37.12,Obese,Fat Loss
19,Female,165.1,79.4,High Activity,10.0,4.0,29.12,Overweight,Fat Loss
45,Male,165.1,72.6,High Activity,50.0,5.0,26.63,Overweight,Fat Loss
45,Female,152.4,70.8,High Activity,15.0,5.0,30.47,Obese,Fat Loss
29,Female,172.7,74.8,Moderate Activity,4.0,1.0,25.09,Overweight,Fat Loss
28,Male,193.0,117.9,Moderate Activity,4.0,1.0,31.65,Obese,Fat Loss
43,Female,154.9,68.0,High Activity,8.0,1.0,28.34,Overweight,Fat Loss
41,Male,165.1,81.6,Low Activity,2.0,1.0,29.95,Overweight,Fat Loss
45,Female,167.6,56.7,Moderate Activity,4.0,0.0,20.18,Normal,Fat Loss
50,Male,182.9,86.2,Moderate Activity,4.0,0.0,25.77,Overweight,Fat Loss
55,Female,157.5,61.2,Low Activity,2.0,1.0,24.69,Normal,Fat Loss
50,Male,188.0,113.4,High Activity,6.0,1.0,32.1,Obese,Fat Loss
48,Female,162.6,81.6,High Activity,5.0,3.0,30.9,Obese,Fat Loss
31,Male,185.4,86.2,High Activity,5.0,2.0,25.07,Overweight,Fat Loss
37,Female,170.2,77.1,High Activity,5.0,2.0,26.63,Overweight,Fat Loss
54,Male,182.9,83.9,High Activity,5.0,0.0,25.09,Overweight,Fat Loss
54,Male,172.7,74.8,High Activity,5.0,0.0,25.09,Overweight,Fat Loss
63,Female,170.2,72.6,Moderate Activity,4.0,0.0,25.06,Overweight,Fat Loss
64,Female,175.3,95.3,High Activity,10.0,0.0,31.01,Obese,Fat Loss
59,Female,154.9,86.2,High Activity,40.0,14.0,35.9,Obese,Fat Loss
55,Male,154.9,142.9,Moderate Activity,3.0,0.0,59.52,Obese,Fat Loss
53,Female,157.5,54.4,High Activity,5.0,0.0,21.95,Normal,Fat Loss
27,Female,160.0,46.3,High Activity,2.0,8.0,18.07,Underweight,Fat Loss
59,Female,157.5,90.7,Moderate Activity,4.0,2.0,36.58,Obese,Fat Loss
40,Male,198.1,99.8,Moderate Activity,4.0,0.0,25.42,Overweight,Fat Loss
38,Female,167.6,67.1,Moderate Activity,4.0,0.0,23.89,Normal,Fat Loss
61,Female,172.7,79.4,Moderate Activity,3.0,2.0,26.61,Overweight,Fat Loss
60,Female,172.7,136.1,High Activity,15.0,0.0,45.61,Obese,Fat Loss
43,Female,185.4,77.1,Moderate Activity,3.0,0.0,22.43,Normal,Fat Loss
39,Male,182.9,113.4,Moderate Activity,4.0,0.0,33.91,Obese,Fat Loss
35,Female,162.6,79.4,High Activity,4.0,3.0,30.04,Obese,Fat Loss
46,Male,160.0,52.2,High Activity,24.0,0.0,20.37,Normal,Fat Loss
33,Female,165.1,63.5,High Activity,5.0,1.0,23.3,Normal,Fat Loss
52,Male,180.3,88.5,High Activity,5.0,0.0,27.2,Overweight,Fat Loss
49,Female,167.6,68.0,High Activity,10.0,0.0,24.21,Normal,Fat Loss
63,Male,172.7,86.2,High Activity,40.0,0.0,28.89,Overweight,Fat Loss
20,Male,157.5,49.9,High Activity,20.0,0.0,20.12,Normal,Fat Loss
47,Female,170.2,90.7,Low Activity,0.0,0.0,31.32,Obese,Fat Loss
59,Male,157.5,49.9,High Activity,10.0,0.0,20.12,Normal,Fat Loss
51,Female,152.4,54.4,High Activity,10.0,0.0,23.44,Normal,Fat Loss
57,Female,154.9,65.8,Low Activity,0.0,0.0,27.4,Overweight,Fat Loss
40,Female,157.5,49.9,High Activity,14.0,10.0,20.12,Normal,Fat Loss
50,Male,182.9,90.7,High Activity,14.0,2.0,27.12,Overweight,Fat Loss
58,Male,165.1,77.1,High Activity,14.0,2.0,28.29,Overweight,Fat Loss
42,Male,182.9,86.2,Moderate Activity,4.0,1.0,25.77,Overweight,Fat Loss
41,Male,182.9,81.6,High Activity,4.0,3.0,24.41,Normal,Fat Loss
42,Female,167.6,59.0,High Activity,7.0,6.0,20.98,Normal,Fat Loss
51,Male,175.3,78.9,Moderate Activity,3.0,0.0,25.7,Overweight,Fat Loss
37,Male,162.6,77.1,High Activity,8.0,2.0,29.18,Overweight,Fat Loss
27,Female,152.4,77.1,Moderate Activity,0.0,2.0,33.2,Obese,Fat Loss
61,Female,170.2,56.7,High Activity,7.0,5.0,19.58,Normal,Fat Loss
46,Male,167.6,54.4,High Activity,40.0,0.0,19.37,Normal,Fat Loss
46,Female,157.5,47.6,High Activity,40.0,0.0,19.2,Normal,Fat Loss
48,Male,167.6,61.2,High Activity,30.0,0.0,21.79,Normal,Fat Loss
49,Female,162.6,54.4,High Activity,30.0,0.0,20.6,Normal,Fat Loss
20,Female,160.0,54.4,High Activity,30.0,0.0,21.26,Normal,Fat Loss
53,Female,170.2,61.2,High Activity,11.0,6.0,21.14,Normal,Fat Loss
53,Male,193.0,91.6,High Activity,11.0,6.0,24.59,Normal,Fat Loss
42,Male,190.5,108.9,High Activity,5.0,4.0,30.0,Overweight,Fat Loss
39,Female,170.2,63.5,High Activity,5.0,2.0,21.93,Normal,Fat Loss
27,Female,193.0,56.7,Moderate Activity,3.0,0.0,15.22,Underweight,Fat Loss
55,Male,190.5,95.3,High Activity,6.0,0.0,26.25,Overweight,Fat Loss
55,Female,154.9,74.8,High Activity,5.0,0.0,31.18,Obese,Fat Loss
40,Male,154.9,90.7,High Activity,4.0,4.0,37.79,Obese,Fat Loss
58,Male,185.4,97.5,High Activity,50.0,10.0,28.37,Overweight,Fat Loss
60,Female,160.0,81.6,High Activity,30.0,5.0,31.89,Obese,Fat Loss
40,Male,188.0,104.3,High Activity,10.0,0.0,29.53,Overweight,Fat Loss
56,Female,167.6,78.0,Moderate Activity,4.0,0.0,27.76,Overweight,Fat Loss
47,Male,175.3,72.6,High Activity,50.0,4.0,23.63,Normal,Fat Loss
44,Male,154.9,77.1,High Activity,20.0,40.0,32.12,Obese,Fat Loss
50,Female,167.6,68.0,High Activity,20.0,0.0,24.21,Normal,Fat Loss
50,Male,182.9,96.2,High Activity,5.0,2.0,28.75,Overweight,Fat Loss
48,Female,162.6,65.8,High Activity,6.0,2.0,24.89,Normal,Fat Loss
49,Male,172.7,68.0,High Activity,5.0,10.0,22.81,Normal,Fat Loss
49,Female,160.0,52.2,High Activity,10.0,5.0,20.37,Normal,Fat Loss
38,Male,188.0,88.5,High Activity,24.0,0.0,25.04,Overweight,Fat Loss
34,Female,152.4,47.6,High Activity,25.0,6.0,20.51,Normal,Fat Loss
43,Female,180.3,86.2,High Activity,10.0,6.0,26.5,Overweight,Fat Loss
52,Male,182.9,90.7,High Activity,8.0,2.0,27.12,Overweight,Fat Loss
43,Male,154.9,86.2,High Activity,6.0,1.0,35.9,Obese,Fat Loss
39,Female,175.3,57.2,High Activity,13.0,1.0,18.61,Normal,Fat Loss
46,Female,172.7,100.7,High Activity,5.0,0.0,33.75,Obese,Fat Loss
51,Male,182.9,108.9,High Activity,8.0,4.0,32.55,Obese,Fat Loss
63,Female,167.6,90.7,High Activity,6.0,1.0,32.28,Obese,Fat Loss
51,Male,154.9,81.6,High Activity,40.0,10.0,34.01,Obese,Fat Loss
49,Female,170.2,72.6,High Activity,15.0,1.0,25.06,Overweight,Fat Loss
21,Female,188.0,108.9,High Activity,20.0,1.0,30.81,Obese,Fat Loss
19,Female,167.6,54.4,High Activity,35.0,15.0,19.37,Normal,Fat Loss
45,Female,165.1,59.0,High Activity,7.0,2.0,21.63,Normal,Fat Loss
54,Female,157.5,61.2,High Activity,11.0,10.0,24.69,Normal,Fat Loss
60,Male,182.9,79.4,High Activity,8.0,6.0,23.73,Normal,Fat Loss
63,Male,182.9,75.3,Moderate Activity,4.0,0.0,22.51,Normal,Fat Loss
56,Female,172.7,63.5,High Activity,6.0,0.0,21.29,Normal,Fat Loss
53,Male,180.3,81.6,Moderate Activity,3.0,2.0,25.1,Overweight,Fat Loss
54,Female,175.3,70.3,Low Activity,1.0,0.0,22.89,Normal,Fat Loss
52,Female,172.7,81.6,High Activity,10.0,2.0,27.37,Overweight,Fat Loss
53,Male,154.9,93.0,High Activity,8.0,2.0,38.73,Obese,Fat Loss
50,Male,198.1,81.6,High Activity,5.0,0.0,20.8,Normal,Fat Loss
55,Female,167.6,81.6,Moderate Activity,4.0,0.0,29.05,Overweight,Fat Loss
46,Male,154.9,113.4,Low Activity,0.0,0.0,47.24,Obese,Fat Loss
48,Female,165.1,83.9,High Activity,14.0,0.0,30.79,Obese,Fat Loss
18,Female,165.1,61.2,High Activity,18.0,1.0,22.46,Normal,Fat Loss
44,Female,160.0,61.2,Moderate Activity,4.0,1.0,23.91,Normal,Fat Loss
57,Male,193.0,83.5,High Activity,2.0,3.0,22.4,Normal,Fat Loss
49,Female,157.5,55.3,Low Activity,2.0,0.0,22.31,Normal,Fat Loss
40,Female,165.1,77.1,High Activity,5.0,2.0,28.29,Overweight,Fat Loss
48,Male,154.9,95.3,Moderate Activity,3.0,1.0,39.68,Obese,Fat Loss
58,Male,188.0,99.8,High Activity,5.0,3.0,28.25,Overweight,Fat Loss
58,Female,172.7,68.0,High Activity,8.0,0.0,22.81,Normal,Fat Loss
40,Female,172.7,65.8,High Activity,7.0,4.0,22.05,Normal,Fat Loss
41,Male,190.5,99.8,High Activity,5.0,4.0,27.5,Overweight,Fat Loss
60,Female,162.6,61.2,High Activity,7.0,0.0,23.17,Normal,Fat Loss
30,Male,182.9,86.2,High Activity,5.0,2.0,25.77,Overweight,Fat Loss
35,Male,185.4,81.6,High Activity,7.0,0.0,23.75,Normal,Fat Loss
36,Female,154.9,77.1,High Activity,10.0,0.0,32.12,Obese,Fat Loss
49,Male,154.9,90.7,High Activity,20.0,1.0,37.79,Obese,Fat Loss
48,Female,175.3,54.4,High Activity,15.0,10.0,17.72,Underweight,Fat Loss
57,Female,170.2,87.1,High Activity,2.0,3.0,30.07,Obese,Fat Loss
56,Male,172.7,102.1,Low Activity,1.0,0.0,34.21,Obese,Fat Loss
40,Female,170.2,72.6,High Activity,20.0,3.0,25.06,Overweight,Fat Loss
39,Male,182.9,95.3,High Activity,10.0,3.0,28.48,Overweight,Fat Loss
46,Female,162.6,61.2,High Activity,8.0,0.0,23.17,Normal,Fat Loss
24,Female,180.3,52.2,High Activity,8.0,5.0,16.04,Underweight,Fat Loss
42,Female,175.3,117.9,Low Activity,2.0,0.0,38.39,Obese,Fat Loss
50,Male,180.3,79.4,High Activity,10.0,0.0,24.41,Normal,Fat Loss
62,Female,160.0,62.6,High Activity,24.0,2.0,24.45,Normal,Fat Loss
52,Male,154.9,83.9,High Activity,15.0,0.0,34.96,Obese,Fat Loss
18,Male,154.9,72.6,High Activity,15.0,20.0,30.23,Obese,Fat Loss
54,Female,165.1,63.5,High Activity,6.0,0.0,23.3,Normal,Fat Loss
65,Male,182.9,88.5,Low Activity,0.0,0.0,26.45,Overweight,Fat Loss
65,Female,162.6,61.2,High Activity,8.0,0.0,23.17,Normal,Fat Loss
45,Male,172.7,78.0,Low Activity,1.0,0.0,26.15,Overweight,Fat Loss
63,Male,152.4,73.5,High Activity,5.0,3.0,31.64,Obese,Fat Loss
57,Female,172.7,76.2,Moderate Activity,3.0,0.0,25.54,Overweight,Fat Loss
51,Female,170.2,72.6,High Activity,10.0,1.0,25.06,Overweight,Fat Loss
58,Male,188.0,90.7,High Activity,10.0,3.0,25.68,Overweight,Fat Loss
65,Female,170.2,65.8,High Activity,10.0,0.0,22.71,Normal,Fat Loss
65,Female,172.7,86.2,High Activity,6.0,0.0,28.89,Overweight,Fat Loss
32,Female,167.6,56.7,High Activity,20.0,0.0,20.18,Normal,Fat Loss
33,Male,180.3,83.9,High Activity,5.0,0.0,25.8,Overweight,Fat Loss
59,Male,182.9,86.2,Moderate Activity,4.0,1.0,25.77,Overweight,Fat Loss
57,Female,167.6,70.3,Moderate Activity,4.0,0.0,25.02,Overweight,Fat Loss
60,Male,185.4,86.2,High Activity,5.0,0.0,25.07,Overweight,Fat Loss
63,Female,162.6,57.2,High Activity,5.0,2.0,21.63,Normal,Fat Loss
64,Male,175.3,68.0,High Activity,0.0,4.0,22.15,Normal,Fat Loss
42,Male,185.4,88.5,Moderate Activity,4.0,1.0,25.73,Overweight,Fat Loss
37,Female,167.6,72.6,High Activity,5.0,5.0,25.82,Overweight,Fat Loss
52,Female,162.6,68.0,High Activity,0.0,8.0,25.75,Overweight,Fat Loss
53,Male,170.2,90.7,High Activity,0.0,8.0,31.32,Obese,Fat Loss
21,Male,167.6,68.0,High Activity,2.0,3.0,24.21,Normal,Fat Loss
49,Male,185.4,79.4,High Activity,1.0,3.0,23.09,Normal,Fat Loss
43,Female,172.7,63.5,Low Activity,2.0,0.0,21.29,Normal,Fat Loss
48,Male,162.6,65.8,High Activity,7.0,0.0,24.89,Normal,Fat Loss
46,Female,162.6,74.8,High Activity,7.0,4.0,28.32,Overweight,Fat Loss
48,Male,172.7,77.1,High Activity,40.0,4.0,25.85,Overweight,Fat Loss
50,Female,152.4,52.2,High Activity,14.0,5.0,22.46,Normal,Fat Loss
42,Male,185.4,127.0,High Activity,5.0,2.0,36.94,Obese,Fat Loss
49,Male,154.9,88.5,High Activity,15.0,3.0,36.84,Obese,Fat Loss
48,Female,152.4,50.8,High Activity,15.0,3.0,21.87,Normal,Fat Loss
60,Male,175.3,63.5,High Activity,5.0,4.0,20.67,Normal,Fat Loss
60,Female,154.9,45.4,High Activity,4.0,5.0,18.89,Normal,Fat Loss
38,Male,154.9,88.5,High Activity,6.0,5.0,36.84,Obese,Fat Loss
36,Female,162.6,72.6,High Activity,6.0,3.0,27.46,Overweight,Fat Loss
55,Male,182.9,80.3,High Activity,5.0,0.0,24.01,Normal,Fat Loss
52,Female,172.7,72.6,Low Activity,1.0,0.0,24.33,Normal,Fat Loss
63,Male,180.3,86.2,High Activity,10.0,2.0,26.5,Overweight,Fat Loss
60,Female,162.6,68.0,High Activity,12.0,2.0,25.75,Overweight,Fat Loss
59,Male,182.9,83.9,High Activity,5.0,2.0,25.09,Overweight,Fat Loss
59,Female,162.6,47.6,High Activity,12.0,2.0,18.02,Underweight,Fat Loss
23,Male,154.9,59.0,Moderate Activity,4.0,0.0,24.56,Normal,Fat Loss
55,Male,185.4,77.1,High Activity,30.0,0.0,22.43,Normal,Fat Loss
55,Male,175.3,74.4,High Activity,10.0,0.0,24.22,Normal,Fat Loss
54,Female,167.6,59.0,High Activity,15.0,0.0,20.98,Normal,Fat Loss
65,Female,167.6,70.8,High Activity,3.0,3.0,25.18,Overweight,Fat Loss
65,Female,172.7,70.3,High Activity,20.0,0.0,23.57,Normal,Fat Loss
53,Female,160.0,74.8,High Activity,20.0,0.0,29.23,Overweight,Fat Loss
61,Male,175.3,79.4,High Activity,8.0,10.0,25.84,Overweight,Fat Loss
60,Female,170.2,59.0,High Activity,12.0,0.0,20.36,Normal,Fat Loss
32,Female,167.6,54.4,High Activity,8.0,18.0,19.37,Normal,Fat Loss
65,Female,167.6,53.5,High Activity,15.0,4.0,19.05,Normal,Fat Loss
25,Male,188.0,88.5,High Activity,6.0,6.0,25.04,Overweight,Fat Loss
25,Male,190.5,99.8,Moderate Activity,2.0,2.0,27.5,Overweight,Fat Loss
25,Male,182.9,79.4,Moderate Activity,2.0,2.0,23.73,Normal,Fat Loss
57,Male,175.3,86.2,High Activity,12.0,0.0,28.06,Overweight,Fat Loss
59,Female,167.6,63.5,High Activity,9.0,1.0,22.6,Normal,Fat Loss
55,Female,160.0,74.8,High Activity,5.0,0.0,29.23,Overweight,Fat Loss
